# Weather station Nottingham, UK, WMO_ID=3354,selection from 11.11.2020 till 21.12.2020, all days
# Encoding: ANSI
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3354&lang=en
#
"Local time in Nottingham";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.11.2020 23:00";"10.4";"757.6";"768.3";"-0.9";"88";"Wind blowing from the south-west";"6";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"13.0";"8.5";"";"";"";"";"";"";
"20.11.2020 22:00";"10.2";"757.6";"768.4";"-1.2";"92";"Wind blowing from the west-southwest";"5";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"22.0";"8.9";"";"";"";"";"";"";
"20.11.2020 21:00";"10.1";"758.1";"768.8";"-0.7";"95";"Wind blowing from the south-west";"5";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"100-200";"";"";"17.0";"9.3";"";"";"";"";"";"";
"20.11.2020 20:00";"9.7";"758.5";"769.3";"-0.6";"97";"Wind blowing from the south-west";"5";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"100-200";"";"";"6.0";"9.2";"";"";"";"";"";"";
"20.11.2020 19:00";"9.8";"758.8";"769.6";"-0.6";"96";"Wind blowing from the south-west";"5";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"100-200";"";"";"8.0";"9.2";"";"";"";"";"";"";
"20.11.2020 18:00";"9.5";"758.8";"769.6";"-0.9";"97";"Wind blowing from the south-west";"6";"";"";"";"Mist. ";"";"";"";"9.5";"";"";"100-200";"";"";"3.9";"9.0";"2.0";"12";"";"";"";"";
"20.11.2020 17:00";"9.1";"759.1";"769.9";"-1.2";"97";"Wind blowing from the south-west";"5";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"100-200";"";"";"10.0";"8.6";"";"";"";"";"";"";
"20.11.2020 16:00";"8.7";"759.4";"770.2";"-1.5";"97";"Wind blowing from the south-southwest";"5";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"100-200";"";"";"18.0";"8.3";"";"";"";"";"";"";
"20.11.2020 15:00";"8.0";"759.7";"770.5";"-1.8";"97";"Wind blowing from the south-southwest";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"100-200";"";"";"6.0";"7.6";"";"";"";"";"";"";
"20.11.2020 14:00";"7.7";"760.3";"771.1";"-1.6";"96";"Wind blowing from the south-southwest";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"200-300";"";"";"5.0";"7.1";"";"";"";"";"";"";
"20.11.2020 13:00";"7.8";"760.9";"771.7";"-1.6";"92";"Wind blowing from the south-southwest";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"200-300";"";"";"11.0";"6.5";"";"";"";"";"";"";
"20.11.2020 12:00";"7.2";"761.5";"772.3";"-1.4";"90";"Wind blowing from the south-southwest";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"200-300";"";"";"27.0";"5.6";"Trace of precipitation";"6";"";"";"";"";
"20.11.2020 11:00";"6.6";"761.9";"772.9";"-1.1";"88";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"28.0";"4.7";"";"";"";"";"";"";
"20.11.2020 10:00";"5.8";"762.5";"773.5";"-0.7";"88";"Wind blowing from the south-southwest";"3";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"1000-1500";"";"";"28.0";"4.0";"";"";"";"";"";"";
"20.11.2020 09:00";"4.8";"762.9";"773.9";"-0.5";"88";"Wind blowing from the south-southwest";"4";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"29.0";"2.9";"";"";"";"";"";"";
"20.11.2020 08:00";"3.6";"763.0";"774.1";"-0.6";"89";"Wind blowing from the south-west";"3";"";"";"";"Drizzle, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"13.0";"2.0";"";"";"";"";"";"";
"20.11.2020 07:00";"2.9";"763.2";"774.3";"-0.6";"91";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"27.0";"1.5";"";"";"";"";"";"";
"20.11.2020 06:00";"2.2";"763.4";"774.5";"-0.8";"92";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"1.4";"";"";"";"1000-1500";"";"";"24.0";"1.0";"No precipitation";"12";"";"";"";"";
"20.11.2020 05:00";"1.8";"763.6";"774.8";"-0.9";"93";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"22.0";"0.7";"";"";"";"";"";"";
"20.11.2020 04:00";"1.7";"763.8";"775.0";"-0.9";"94";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"20.0";"0.9";"";"";"";"";"";"";
"20.11.2020 03:00";"1.8";"764.2";"775.3";"-0.7";"94";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"17.0";"0.9";"";"";"";"";"";"";
"20.11.2020 02:00";"2.2";"764.5";"775.6";"-0.6";"93";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"22.0";"1.1";"";"";"";"";"";"";
"20.11.2020 01:00";"2.6";"764.7";"775.9";"-0.4";"91";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"25.0";"1.2";"";"";"";"";"";"";
"20.11.2020 00:00";"10.2";"757.3";"768.0";"-7.8";"88";"Wind blowing from the south-west";"5";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"30.0";"8.3";"Trace of precipitation";"6";"";"";"";"";
"19.11.2020 23:00";"3.3";"765.1";"776.2";"0.9";"87";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"24.0";"1.3";"";"";"";"";"";"";
"19.11.2020 22:00";"3.3";"765.1";"776.2";"1.2";"83";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"24.0";"0.7";"";"";"";"";"";"";
"19.11.2020 21:00";"3.5";"765.1";"776.2";"1.8";"79";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"28.0";"0.1";"";"";"";"";"";"";
"19.11.2020 20:00";"2.7";"764.2";"775.4";"0.7";"79";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"-0.6";"";"";"";"";"";"";
"19.11.2020 19:00";"3.3";"763.9";"775.0";"0.8";"76";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"19.0";"-0.5";"";"";"";"";"";"";
"19.11.2020 18:00";"2.9";"763.3";"774.5";"1.6";"77";"Wind blowing from the west-northwest";"1";"";"";"";" ";"";"";"";"8.8";"";"";"1000-1500";"";"";"20.0";"-0.8";"0.6";"12";"";"";"";"";
"19.11.2020 17:00";"4.6";"763.5";"774.5";"2.2";"62";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"-2.1";"";"";"";"";"";"";
"19.11.2020 16:00";"5.7";"763.1";"774.1";"1.9";"56";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"-2.6";"";"";"";"";"";"";
"19.11.2020 15:00";"7.1";"761.7";"772.6";"1.4";"59";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"55.0";"-0.5";"";"";"";"";"";"";
"19.11.2020 14:00";"7.5";"761.3";"772.2";"2.0";"61";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"55.0";"0.3";"";"";"";"";"";"";
"19.11.2020 13:00";"8.5";"761.2";"772.0";"3.2";"67";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"60.0";"2.7";"";"";"";"";"";"";
"19.11.2020 12:00";"7.4";"760.3";"771.2";"3.9";"67";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"1.7";"0.6";"6";"";"";"";"";
"19.11.2020 11:00";"7.1";"759.3";"770.2";"4.8";"78";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"60.0";"3.5";"";"";"";"";"";"";
"19.11.2020 10:00";"6.3";"758.0";"768.9";"5.3";"83";"Wind blowing from the north-northwest";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"55.0";"3.6";"";"";"";"";"";"";
"19.11.2020 09:00";"6.5";"756.4";"767.3";"4.6";"88";"Wind blowing from the north-northwest";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"20.0";"4.6";"";"";"";"";"";"";
"19.11.2020 08:00";"7.0";"754.5";"765.4";"3.5";"87";"Wind blowing from the north";"6";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"50.0";"5.0";"";"";"";"";"";"";
"19.11.2020 07:00";"7.3";"752.7";"763.5";"2.9";"92";"Wind blowing from the west-northwest";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"6.0";"";"";"";"";"";"";
"19.11.2020 06:00";"7.3";"751.8";"762.6";"3.1";"92";"Wind blowing from the west";"5";"";"";"";"Rain, not freezing, moderate. ";"";"";"7.0";"";"";"";"300-600";"";"";"2.4";"6.1";"0.4";"12";"";"";"";"";
"19.11.2020 05:00";"8.2";"751.0";"761.7";"3.1";"82";"Wind blowing from the west";"6";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"45.0";"5.3";"";"";"";"";"";"";
"19.11.2020 04:00";"8.5";"749.8";"760.6";"2.0";"82";"Wind blowing from the west";"6";"";"";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"300-600";"";"";"20.0";"5.6";"";"";"";"";"";"";
"19.11.2020 03:00";"8.1";"748.7";"759.4";"0.9";"86";"Wind blowing from the west-southwest";"6";"";"";"";"Precipitation ";"";"";"";"";"";"";"300-600";"";"";"45.0";"5.8";"";"";"";"";"";"";
"19.11.2020 02:00";"8.3";"747.9";"758.5";"-0.1";"81";"Wind blowing from the west-southwest";"8";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"28.0";"5.2";"";"";"";"";"";"";
"19.11.2020 01:00";"8.3";"747.8";"758.5";"-0.4";"77";"Wind blowing from the west-southwest";"6";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"4.5";"";"";"";"";"";"";
"19.11.2020 00:00";"3.3";"764.9";"776.0";"16.8";"88";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"27.0";"1.4";"No precipitation";"6";"";"";"";"";
"18.11.2020 23:00";"7.1";"748.0";"758.7";"0.0";"79";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"26.0";"3.6";"";"";"";"";"";"";
"18.11.2020 22:00";"7.1";"748.2";"759.0";"0.5";"78";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"26.0";"3.4";"";"";"";"";"";"";
"18.11.2020 21:00";"7.4";"748.1";"758.8";"0.7";"75";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"27.0";"3.3";"";"";"";"";"";"";
"18.11.2020 20:00";"7.7";"748.0";"758.8";"1.2";"74";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"28.0";"3.3";"";"";"";"";"";"";
"18.11.2020 19:00";"8.0";"747.7";"758.5";"1.8";"72";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"3.3";"";"";"";"";"";"";
"18.11.2020 18:00";"8.6";"747.4";"758.1";"2.4";"75";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"13.5";"";"";"2500 or more, or no clouds.";"";"";"35.0";"4.4";"2.0";"12";"";"";"";"";
"18.11.2020 17:00";"10.0";"746.8";"757.3";"2.0";"82";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"60.0";"7.0";"";"";"";"";"";"";
"18.11.2020 16:00";"11.1";"745.9";"756.4";"0.5";"85";"Wind blowing from the west-southwest";"7";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"71.0";"8.6";"";"";"";"";"";"";
"18.11.2020 15:00";"12.6";"745.0";"755.5";"-1.2";"96";"Wind blowing from the south-west";"7";"";"";"";"Rain, not freezing, heavy. ";"";"";"";"";"";"";"100-200";"";"";"1.2";"12.0";"";"";"";"";"";"";
"18.11.2020 14:00";"13.4";"744.8";"755.2";"-2.3";"86";"Wind blowing from the south-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"11.1";"";"";"";"";"";"";
"18.11.2020 13:00";"13.4";"745.4";"755.8";"-2.2";"84";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"30.0";"10.7";"";"";"";"";"";"";
"18.11.2020 12:00";"13.0";"746.2";"756.7";"-2.1";"86";"Wind blowing from the south-southwest";"7";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"29.0";"10.7";"Trace of precipitation";"6";"";"";"";"";
"18.11.2020 11:00";"13.3";"747.1";"757.6";"-1.5";"83";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"22.0";"10.5";"";"";"";"";"";"";
"18.11.2020 10:00";"12.8";"747.6";"758.1";"-1.3";"85";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"23.0";"10.3";"";"";"";"";"";"";
"18.11.2020 09:00";"12.2";"748.3";"758.9";"-1.1";"87";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"21.0";"10.0";"";"";"";"";"";"";
"18.11.2020 08:00";"11.9";"748.6";"759.1";"-1.4";"87";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"21.0";"9.7";"";"";"";"";"";"";
"18.11.2020 07:00";"11.6";"748.9";"759.4";"-1.5";"85";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"23.0";"9.2";"";"";"";"";"";"";
"18.11.2020 06:00";"11.2";"749.4";"760.0";"-1.6";"83";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"10.6";"";"";"";"600-1000";"";"";"26.0";"8.4";"Trace of precipitation";"12";"";"";"";"";
"18.11.2020 05:00";"11.3";"750.0";"760.6";"-1.7";"83";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"25.0";"8.5";"";"";"";"";"";"";
"18.11.2020 04:00";"10.7";"750.4";"761.1";"-1.9";"85";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"25.0";"8.3";"";"";"";"";"";"";
"18.11.2020 03:00";"10.7";"751.0";"761.6";"-1.5";"85";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"20.0";"8.3";"";"";"";"";"";"";
"18.11.2020 02:00";"11.4";"751.7";"762.4";"-0.8";"81";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"28.0";"8.2";"";"";"";"";"";"";
"18.11.2020 01:00";"11.7";"752.3";"763.0";"-0.6";"80";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"8.3";"";"";"";"";"";"";
"18.11.2020 00:00";"7.6";"747.8";"758.5";"-5.0";"80";"Wind blowing from the south-west";"7";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"17.0";"4.3";"Trace of precipitation";"6";"";"";"";"";
"17.11.2020 23:00";"11.8";"752.5";"763.1";"-0.3";"80";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"8.4";"";"";"";"";"";"";
"17.11.2020 22:00";"12.3";"752.9";"763.5";"0.1";"85";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"50.0";"9.9";"";"";"";"";"";"";
"17.11.2020 21:00";"12.5";"752.8";"763.4";"0.2";"89";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"40.0";"10.7";"";"";"";"";"";"";
"17.11.2020 20:00";"12.7";"752.8";"763.4";"0.4";"91";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"40.0";"11.2";"";"";"";"";"";"";
"17.11.2020 19:00";"13.2";"752.8";"763.4";"0.5";"90";"Wind blowing from the south-west";"6";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"50.0";"11.5";"";"";"";"";"";"";
"17.11.2020 18:00";"12.9";"752.6";"763.2";"0.5";"94";"Wind blowing from the south-west";"6";"";"";"";"Drizzle, not freezing, heavy. ";"";"";"";"13.5";"";"";"300-600";"";"";"4.2";"12.0";"0.2";"12";"";"";"";"";
"17.11.2020 17:00";"13.0";"752.4";"763.0";"0.4";"92";"Wind blowing from the south-west";"6";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"200-300";"";"";"50.0";"11.7";"";"";"";"";"";"";
"17.11.2020 16:00";"13.5";"752.3";"762.9";"0.5";"88";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"55.0";"11.5";"";"";"";"";"";"";
"17.11.2020 15:00";"13.5";"752.1";"762.7";"0.4";"87";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"55.0";"11.3";"";"";"";"";"";"";
"17.11.2020 14:00";"13.3";"752.0";"762.6";"0.4";"86";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"55.0";"11.0";"";"";"";"";"";"";
"17.11.2020 13:00";"13.0";"751.8";"762.4";"0.4";"86";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"10.7";"";"";"";"";"";"";
"17.11.2020 12:00";"13.4";"751.7";"762.2";"0.5";"84";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"50.0";"10.8";"No precipitation";"6";"";"";"";"";
"17.11.2020 11:00";"12.8";"751.6";"762.1";"0.9";"87";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"45.0";"10.7";"";"";"";"";"";"";
"17.11.2020 10:00";"12.2";"751.4";"762.0";"1.0";"89";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"10.4";"";"";"";"";"";"";
"17.11.2020 09:00";"11.8";"751.2";"761.8";"0.9";"89";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"45.0";"10.1";"";"";"";"";"";"";
"17.11.2020 08:00";"11.6";"750.7";"761.3";"0.9";"89";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"45.0";"9.8";"";"";"";"";"";"";
"17.11.2020 07:00";"12.1";"750.4";"760.9";"0.6";"84";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"60.0";"9.5";"";"";"";"";"";"";
"17.11.2020 06:00";"12.2";"750.3";"760.8";"0.5";"84";"Wind blowing from the south-west";"5";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"9.6";"";"";"";"300-600";"";"";"55.0";"9.6";"1.0";"12";"";"";"";"";
"17.11.2020 05:00";"12.4";"749.8";"760.4";"0.2";"85";"Wind blowing from the south-west";"6";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"30.0";"9.9";"";"";"";"";"";"";
"17.11.2020 04:00";"12.4";"749.8";"760.4";"0.5";"88";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"50.0";"10.5";"";"";"";"";"";"";
"17.11.2020 03:00";"12.6";"749.8";"760.3";"0.9";"90";"Wind blowing from the south-west";"5";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"55.0";"11.0";"";"";"";"";"";"";
"17.11.2020 02:00";"12.5";"749.6";"760.2";"1.0";"92";"Wind blowing from the south-west";"4";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"21.0";"11.2";"";"";"";"";"";"";
"17.11.2020 01:00";"12.6";"749.3";"759.8";"1.1";"91";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"55.0";"11.1";"";"";"";"";"";"";
"17.11.2020 00:00";"12.3";"748.9";"759.4";"0.9";"94";"Wind blowing from the south-west";"5";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"40.0";"11.4";"1.0";"6";"";"";"";"";
"16.11.2020 23:00";"11.6";"748.6";"759.2";"0.6";"97";"Wind blowing from the south-west";"6";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"200-300";"";"";"13.0";"11.1";"";"";"";"";"";"";
"16.11.2020 22:00";"11.0";"748.2";"758.8";"0.0";"98";"Wind blowing from the south-west";"6";"";"";"";"Drizzle, not freezing, moderate. ";"";"";"";"";"";"";"100-200";"";"";"4.6";"10.7";"";"";"";"";"";"";
"16.11.2020 21:00";"10.4";"748.0";"758.5";"-0.4";"97";"Wind blowing from the south-west";"6";"";"";"";"Drizzle, not freezing, moderate. ";"";"";"";"";"";"";"100-200";"";"";"3.1";"10.0";"";"";"";"";"";"";
"16.11.2020 20:00";"10.1";"748.0";"758.7";"-0.6";"97";"Wind blowing from the south-southwest";"6";"";"";"";"Drizzle, not freezing, heavy. ";"";"";"";"";"";"";"100-200";"";"";"2.8";"9.6";"";"";"";"";"";"";
"16.11.2020 19:00";"9.9";"748.2";"758.8";"-0.4";"95";"Wind blowing from the south-southwest";"5";"";"";"";"Drizzle, not freezing, moderate. ";"";"";"";"";"";"";"200-300";"";"";"4.1";"9.2";"";"";"";"";"";"";
"16.11.2020 18:00";"9.6";"748.4";"759.1";"-0.2";"90";"Wind blowing from the south";"3";"";"";"";"Drizzle and rain, slight. ";"";"";"";"10.3";"";"";"200-300";"";"";"18.0";"8.0";"Trace of precipitation";"12";"";"";"";"";
"16.11.2020 17:00";"10.0";"748.6";"759.3";"0.3";"82";"Wind blowing from the south-southwest";"4";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"22.0";"7.1";"";"";"";"";"";"";
"16.11.2020 16:00";"10.0";"748.6";"759.2";"0.5";"80";"Wind blowing from the south-west";"4";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"29.0";"6.6";"";"";"";"";"";"";
"16.11.2020 15:00";"9.8";"748.6";"759.3";"0.7";"81";"Wind blowing from the south-west";"5";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"19.0";"6.6";"";"";"";"";"";"";
"16.11.2020 14:00";"9.9";"748.3";"758.8";"0.9";"74";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"5.5";"";"";"";"";"";"";
"16.11.2020 13:00";"9.4";"748.1";"758.8";"1.5";"76";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"29.0";"5.3";"";"";"";"";"";"";
"16.11.2020 12:00";"8.9";"747.9";"758.5";"1.5";"77";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"5.1";"Trace of precipitation";"6";"";"";"";"";
"16.11.2020 11:00";"8.7";"747.4";"758.1";"1.8";"78";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"5.0";"";"";"";"";"";"";
"16.11.2020 10:00";"8.5";"746.6";"757.3";"2.6";"76";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"4.5";"";"";"";"";"";"";
"16.11.2020 09:00";"8.5";"746.4";"757.0";"3.5";"73";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"3.8";"";"";"";"";"";"";
"16.11.2020 08:00";"8.0";"745.6";"756.2";"3.4";"87";"Wind blowing from the west";"7";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"40.0";"5.9";"";"";"";"";"";"";
"16.11.2020 07:00";"8.9";"744.0";"754.6";"2.8";"86";"Wind blowing from the west";"8";"";"";"";"Precipitation ";"";"";"";"";"";"";"300-600";"";"";"30.0";"6.6";"";"";"";"";"";"";
"16.11.2020 06:00";"10.2";"742.9";"753.4";"2.7";"82";"Wind blowing from the west";"6";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"6.1";"";"";"";"300-600";"";"";"60.0";"7.2";"2.0";"12";"";"";"";"";
"16.11.2020 05:00";"10.3";"742.2";"752.7";"3.0";"86";"Wind blowing from the west";"5";"";"";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"8.1";"";"";"";"";"";"";
"16.11.2020 04:00";"10.1";"741.2";"751.8";"2.7";"88";"Wind blowing from the west";"6";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"35.0";"8.1";"";"";"";"";"";"";
"16.11.2020 03:00";"9.4";"740.2";"750.8";"2.7";"90";"Wind blowing from the west-southwest";"5";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"40.0";"7.9";"";"";"";"";"";"";
"16.11.2020 02:00";"8.9";"739.2";"749.8";"2.9";"88";"Wind blowing from the west-southwest";"5";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"18.0";"7.0";"";"";"";"";"";"";
"16.11.2020 01:00";"8.7";"738.5";"749.0";"3.3";"85";"Wind blowing from the west-southwest";"6";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"13.0";"6.3";"";"";"";"";"";"";
"16.11.2020 00:00";"8.9";"737.5";"748.0";"3.6";"85";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"6.4";"2.0";"6";"";"";"";"";
